"pID","Well","Name","Plate 1",,"treat"
3,"H4","hsa-miR-1307",0.837137758,"c2","c"
3,"B5","hsa-miR-130a",1.075419677,"c2","c"
3,"A5","hsa-miR-130a*",1.159148462,"c2","c"
3,"D5","hsa-miR-130b",0.913476492,"c2","c"
3,"C5","hsa-miR-130b*",1.085998378,"c2","c"
3,"F5","hsa-miR-132",0.945137378,"c2","c"
3,"E5","hsa-miR-132*",0.948888667,"c2","c"
3,"G5","hsa-miR-1321",0.950651808,"c2","c"
3,"H5","hsa-miR-1322",0.797936824,"c2","c"
3,"A6","hsa-miR-1323",1.196961511,"c2","c"
3,"B6","hsa-miR-1324",1.071293309,"c2","c"
3,"D6","hsa-miR-133a",0.867785839,"c2","c"
3,"C6","hsa-miR-133a",0.95612866,"c2","c"
3,"E6","hsa-miR-133b",0.806227139,"c2","c"
3,"F6","hsa-miR-134",0.984901066,"c2","c"
3,"G6","hsa-miR-135a",1.019900598,"c2","c"
3,"A7","hsa-miR-135a",1.029991624,"c2","c"
3,"H6","hsa-miR-135a*",0.730188514,"c2","c"
3,"B7","hsa-miR-135b",1.090237288,"c2","c"
3,"C7","hsa-miR-135b*",1.08689858,"c2","c"
3,"D7","hsa-miR-136",0.987226846,"c2","c"
3,"E7","hsa-miR-136*",1.015736721,"c2","c"
3,"F7","hsa-miR-137",1.037006534,"c2","c"
3,"G7","hsa-miR-138",0.941723706,"c2","c"
3,"A8","hsa-miR-138",1.047547596,"c2","c"
3,"H7","hsa-miR-138-1*",0.808065298,"c2","c"
3,"B8","hsa-miR-138-2*",0.985163665,"c2","c"
3,"D8","hsa-miR-139-3p",0.90267283,"c2","c"
3,"C8","hsa-miR-139-5p",0.967044924,"c2","c"
3,"F8","hsa-miR-140-3p",0.971696545,"c2","c"
3,"E8","hsa-miR-140-5p",0.839988722,"c2","c"
3,"H8","hsa-miR-141",0.869323828,"c2","c"
3,"G8","hsa-miR-141*",0.914526867,"c2","c"
3,"B9","hsa-miR-142-3p",1.095188957,"c2","c"
3,"A9","hsa-miR-142-5p",1.213879757,"c2","c"
3,"D9","hsa-miR-143",1.030929343,"c2","c"
3,"C9","hsa-miR-143*",1.04132047,"c2","c"
3,"F9","hsa-miR-144",0.901734989,"c2","c"
3,"E9","hsa-miR-144*",0.891006299,"c2","c"
3,"G9","hsa-miR-145",0.879414793,"c2","c"
3,"H9","hsa-miR-145*",0.856606983,"c2","c"
3,"A10","hsa-miR-1468",1.142080042,"c2","c"
3,"B10","hsa-miR-1469",0.958942115,"c2","c"
3,"C10","hsa-miR-146a",0.820482042,"c2","c"
3,"D10","hsa-miR-146a*",0.787170618,"c2","c"
3,"F10","hsa-miR-146b-3p",0.798724546,"c2","c"
3,"E10","hsa-miR-146b-5p",0.814630049,"c2","c"
3,"G10","hsa-miR-147",0.812079132,"c2","c"
3,"H10","hsa-miR-1470",0.920228802,"c2","c"
3,"A11","hsa-miR-1471",0.961155414,"c2","c"
3,"B11","hsa-miR-147b",1.014086122,"c2","c"
3,"D11","hsa-miR-148a",0.987902087,"c2","c"
3,"C11","hsa-miR-148a*",1.080446371,"c2","c"
3,"F11","hsa-miR-148b",0.892731862,"c2","c"
3,"E11","hsa-miR-148b*",0.890593649,"c2","c"
3,"G11","hsa-miR-149",0.799362279,"c2","c"
3,"H11","hsa-miR-149*",0.844377744,"c2","c"
4,"A2","ath-miR416",1.025301761,"c2","c"
4,"B2","cel-miR-243",0.974698239,"c2","c"
4,"C2","hsa-miR-150",0.944729068,"c2","c"
4,"D2","hsa-miR-150*",0.787654417,"c2","c"
4,"F2","hsa-miR-151-3p",0.742209429,"c2","c"
4,"E2","hsa-miR-151-5p",0.772985686,"c2","c"
4,"G2","hsa-miR-152",0.730523569,"c2","c"
4,"H2","hsa-miR-153",0.692798974,"c2","c"
4,"A3","hsa-miR-153",0.894546607,"c2","c"
4,"B3","hsa-miR-1537",0.88942311,"c2","c"
4,"C3","hsa-miR-1538",0.980734156,"c2","c"
4,"D3","hsa-miR-1539",0.865911034,"c2","c"
4,"E3","hsa-miR-154",0.946343371,"c2","c"
4,"F3","hsa-miR-154*",0.879456764,"c2","c"
4,"G3","hsa-miR-155",1.019300989,"c2","c"
4,"H3","hsa-miR-155*",0.784215339,"c2","c"
4,"A4","hsa-miR-15a",0.731014862,"c2","c"
4,"B4","hsa-miR-15a*",0.727154723,"c2","c"
4,"C4","hsa-miR-15b",0.692658618,"c2","c"
4,"D4","hsa-miR-15b*",0.683183623,"c2","c"
4,"E4","hsa-miR-16",0.734524179,"c2","c"
4,"G4","hsa-miR-16",0.783267832,"c2","c"
4,"F4","hsa-miR-16-1*",0.745718681,"c2","c"
4,"H4","hsa-miR-16-2*",0.843451734,"c2","c"
4,"A5","hsa-miR-17",0.88633492,"c2","c"
4,"B5","hsa-miR-17*",0.836643752,"c2","c"
4,"C5","hsa-miR-181a",0.721329336,"c2","c"
4,"E5","hsa-miR-181a",0.731295632,"c2","c"
4,"F5","hsa-miR-181a-2*",0.865946121,"c2","c"
4,"D5","hsa-miR-181a*",0.80625352,"c2","c"
4,"H5","hsa-miR-181b",0.884896118,"c2","c"
4,"G5","hsa-miR-181b",0.746560919,"c2","c"
4,"A6","hsa-miR-181c",0.921848706,"c2","c"
4,"B6","hsa-miR-181c*",0.945009781,"c2","c"
4,"C6","hsa-miR-181d",0.930095489,"c2","c"
4,"D6","hsa-miR-182",0.84359209,"c2","c"
4,"E6","hsa-miR-182*",0.822887441,"c2","c"
4,"F6","hsa-miR-1825",0.871174894,"c2","c"
4,"G6","hsa-miR-1827",0.927603854,"c2","c"
4,"H6","hsa-miR-183",0.713468586,"c2","c"
4,"A7","hsa-miR-183*",0.721013486,"c2","c"
4,"B7","hsa-miR-184",0.868928992,"c2","c"
4,"C7","hsa-miR-185",0.848715645,"c2","c"
4,"D7","hsa-miR-185*",0.843556995,"c2","c"
4,"E7","hsa-miR-186",0.795409906,"c2","c"
4,"F7","hsa-miR-186*",0.794076366,"c2","c"
4,"H7","hsa-miR-187",0.820115101,"c2","c"
4,"G7","hsa-miR-187*",0.7461398,"c2","c"
4,"B8","hsa-miR-188-3p",0.892335749,"c2","c"
4,"A8","hsa-miR-188-5p",0.839521355,"c2","c"
4,"C8","hsa-miR-18a",0.812675469,"c2","c"
4,"D8","hsa-miR-18a*",0.766353155,"c2","c"
4,"E8","hsa-miR-18b",0.771617066,"c2","c"
4,"F8","hsa-miR-18b*",0.796427588,"c2","c"
4,"G8","hsa-miR-190",0.734032879,"c2","c"
4,"H8","hsa-miR-1908",0.739121288,"c2","c"
4,"B9","hsa-miR-1909",0.875315854,"c2","c"
4,"A9","hsa-miR-1909*",0.87050815,"c2","c"
4,"C9","hsa-miR-190b",0.812570208,"c2","c"
4,"D9","hsa-miR-191",0.719188653,"c2","c"
4,"E9","hsa-miR-191*",0.738033432,"c2","c"
4,"F9","hsa-miR-1910",0.622403158,"c2","c"
4,"G9","hsa-miR-1911",0.765616236,"c2","c"
4,"H9","hsa-miR-1911*",0.649459582,"c2","c"
4,"A10","hsa-miR-1912",0.873631377,"c2","c"
4,"B10","hsa-miR-1913",0.9226558,"c2","c"
4,"C10","hsa-miR-1914",0.83190623,"c2","c"
4,"D10","hsa-miR-1914*",0.780811349,"c2","c"
4,"F10","hsa-miR-1915",0.68448201,"c2","c"
4,"E10","hsa-miR-1915*",0.746596014,"c2","c"
4,"G10","hsa-miR-192",0.753088138,"c2","c"
4,"H10","hsa-miR-192*",0.753263639,"c2","c"
4,"B11","hsa-miR-193a-3p",1.032425593,"c2","c"
4,"A11","hsa-miR-193a-5p",0.90588153,"c2","c"
4,"D11","hsa-miR-193b",0.808710011,"c2","c"
4,"C11","hsa-miR-193b*",0.934622423,"c2","c"
4,"F11","hsa-miR-194",0.751544067,"c2","c"
4,"E11","hsa-miR-194",0.806534233,"c2","c"
4,"G11","hsa-miR-194*",0.715433775,"c2","c"
4,"H11","hsa-miR-195",0.723294526,"c2","c"
5,"A2","ath-miR416",0.940234102,"c2","c"
5,"B2","cel-miR-243",1.059765898,"c2","c"
5,"C2","hsa-miR-195*",1.092261804,"c2","c"
5,"E2","hsa-miR-196a",1.082819155,"c2","c"
5,"D2","hsa-miR-196a",1.047001974,"c2","c"
5,"F2","hsa-miR-196a*",1.079432756,"c2","c"
5,"G2","hsa-miR-196b",0.925809587,"c2","c"
5,"H2","hsa-miR-196b*",1.057095833,"c2","c"
5,"A3","hsa-miR-197",1.011347489,"c2","c"
5,"B3","hsa-miR-1972",0.95335619,"c2","c"
5,"C3","hsa-miR-1973",1.032968085,"c2","c"
5,"D3","hsa-miR-1976",0.963743202,"c2","c"
5,"E3","hsa-miR-198",0.886410653,"c2","c"
5,"G3","hsa-miR-199a-3p",0.906761277,"c2","c"
5,"A4","hsa-miR-199a-3p",0.877260943,"c2","c"
5,"F3","hsa-miR-199a-5p",0.950197826,"c2","c"
5,"H3","hsa-miR-199a-5p",0.920567244,"c2","c"
5,"C4","hsa-miR-199b-3p",1.128307015,"c2","c"
5,"B4","hsa-miR-199b-5p",1.057356317,"c2","c"
5,"E4","hsa-miR-19a",1.088777833,"c2","c"
5,"D4","hsa-miR-19a*",1.063966204,"c2","c"
5,"G4","hsa-miR-19b",0.98025169,"c2","c"
5,"A5","hsa-miR-19b",0.853751836,"c2","c"
5,"F4","hsa-miR-19b-1*",1.064519835,"c2","c"
5,"H4","hsa-miR-19b-2*",0.958924141,"c2","c"
5,"C5","hsa-miR-200a",0.880256556,"c2","c"
5,"B5","hsa-miR-200a*",0.934601026,"c2","c"
5,"E5","hsa-miR-200b",0.793904539,"c2","c"
5,"D5","hsa-miR-200b*",0.846751229,"c2","c"
5,"G5","hsa-miR-200c",0.833987251,"c2","c"
5,"F5","hsa-miR-200c*",0.780000945,"c2","c"
5,"A6","hsa-miR-202",0.897155823,"c2","c"
5,"H5","hsa-miR-202*",0.806147549,"c2","c"
5,"B6","hsa-miR-203",0.971525268,"c2","c"
5,"C6","hsa-miR-204",0.96774825,"c2","c"
5,"D6","hsa-miR-205",0.936945389,"c2","c"
5,"E6","hsa-miR-205*",0.864334208,"c2","c"
5,"F6","hsa-miR-2052",0.822688545,"c2","c"
5,"G6","hsa-miR-2053",0.907412487,"c2","c"
5,"H6","hsa-miR-2054",0.747928273,"c2","c"
5,"A7","hsa-miR-206",0.938019988,"c2","c"
5,"B7","hsa-miR-208a",0.977483945,"c2","c"
5,"C7","hsa-miR-208b",0.931703147,"c2","c"
5,"D7","hsa-miR-20a",0.943946103,"c2","c"
5,"E7","hsa-miR-20a*",0.934633588,"c2","c"
5,"F7","hsa-miR-20b",0.864106286,"c2","c"
5,"G7","hsa-miR-20b*",0.92281392,"c2","c"
5,"H7","hsa-miR-21",0.865376151,"c2","c"
5,"A8","hsa-miR-21*",0.904449483,"c2","c"
5,"B8","hsa-miR-210",1.123032103,"c2","c"
5,"C8","hsa-miR-211",0.919460083,"c2","c"
5,"D8","hsa-miR-2110",0.833987251,"c2","c"
5,"E8","hsa-miR-2113",0.986112687,"c2","c"
5,"F8","hsa-miR-212",0.936326734,"c2","c"
5,"H8","hsa-miR-214",0.953193392,"c2","c"
5,"G8","hsa-miR-214*",0.918776311,"c2","c"
5,"A9","hsa-miR-215",0.911417534,"c2","c"
5,"B9","hsa-miR-216a",0.913175797,"c2","c"
5,"C9","hsa-miR-216b",0.954951763,"c2","c"
5,"D9","hsa-miR-217",0.862706133,"c2","c"
5,"E9","hsa-miR-218",0.949872218,"c2","c"
5,"G9","hsa-miR-218",1.078065218,"c2","c"
5,"F9","hsa-miR-218-1*",0.904123874,"c2","c"
5,"H9","hsa-miR-218-2*",0.935447602,"c2","c"
5,"B10","hsa-miR-219-1-3p",0.99415523,"c2","c"
5,"D10","hsa-miR-219-2-3p",0.829493845,"c2","c"
5,"A10","hsa-miR-219-5p",0.950262944,"c2","c"
5,"C10","hsa-miR-219-5p",0.986340609,"c2","c"
5,"F10","hsa-miR-22",0.904254116,"c2","c"
5,"E10","hsa-miR-22*",1.019162224,"c2","c"
5,"H10","hsa-miR-221",1.003565431,"c2","c"
5,"G10","hsa-miR-221*",0.944694993,"c2","c"
5,"B11","hsa-miR-222",0.970939175,"c2","c"
5,"A11","hsa-miR-222*",1.058984446,"c2","c"
5,"D11","hsa-miR-223",0.910538402,"c2","c"
5,"C11","hsa-miR-223*",0.957100753,"c2","c"
5,"E11","hsa-miR-224",0.922292952,"c2","c"
5,"F11","hsa-miR-224*",0.795369817,"c2","c"
5,"H11","hsa-miR-23a",0.993080738,"c2","c"
5,"G11","hsa-miR-23a*",0.912719954,"c2","c"
6,"A2","ath-miR416",0.971326574,"c2","c"
6,"B2","cel-miR-243",1.028673426,"c2","c"
6,"D2","hsa-miR-23b",1.083279229,"c2","c"
6,"C2","hsa-miR-23b*",0.90846138,"c2","c"
6,"H2","hsa-miR-24",1.119959601,"c2","c"
6,"F2","hsa-miR-24",1.080249618,"c2","c"
6,"E2","hsa-miR-24-1*",1.114116746,"c2","c"
6,"G2","hsa-miR-24-2*",1.099473379,"c2","c"
6,"B3","hsa-miR-25",0.998449097,"c2","c"
6,"A3","hsa-miR-25*",1.087931931,"c2","c"
6,"C3","hsa-miR-26a",1.086813844,"c2","c"
6,"E3","hsa-miR-26a",0.887903075,"c2","c"
6,"D3","hsa-miR-26a-1*",0.943915496,"c2","c"
6,"F3","hsa-miR-26a-2*",0.913114081,"c2","c"
6,"G3","hsa-miR-26b",1.120356324,"c2","c"
6,"H3","hsa-miR-26b*",1.308230543,"c2","c"
6,"B4","hsa-miR-27a",1.041405156,"c2","c"
6,"A4","hsa-miR-27a*",1.11188058,"c2","c"
6,"D4","hsa-miR-27b",1.107444343,"c2","c"
6,"C4","hsa-miR-27b*",0.960470328,"c2","c"
6,"F4","hsa-miR-28-3p",0.975402182,"c2","c"
6,"E4","hsa-miR-28-5p",0.976592403,"c2","c"
6,"H4","hsa-miR-296-3p",0.980740085,"c2","c"
6,"G4","hsa-miR-296-5p",1.04129698,"c2","c"
6,"A5","hsa-miR-297",1.190038303,"c2","c"
6,"B5","hsa-miR-298",1.07202632,"c2","c"
6,"D5","hsa-miR-299-3p",0.957657076,"c2","c"
6,"C5","hsa-miR-299-5p",0.978576062,"c2","c"
6,"F5","hsa-miR-29a",0.879282994,"c2","c"
6,"E5","hsa-miR-29a*",1.049917113,"c2","c"
6,"B6","hsa-miR-29b",1.111375561,"c2","c"
6,"H5","hsa-miR-29b",1.114585656,"c2","c"
6,"G5","hsa-miR-29b-1*",1.123494223,"c2","c"
6,"A6","hsa-miR-29b-2*",1.10311617,"c2","c"
6,"D6","hsa-miR-29c",1.299538328,"c2","c"
6,"C6","hsa-miR-29c*",1.172581684,"c2","c"
6,"E6","hsa-miR-300",1.04576931,"c2","c"
6,"F6","hsa-miR-301a",1.1554858,"c2","c"
6,"G6","hsa-miR-301b",1.20024532,"c2","c"
6,"A7","hsa-miR-302a",0.929380366,"c2","c"
6,"H6","hsa-miR-302a*",1.295534915,"c2","c"
6,"C7","hsa-miR-302b",1.193825251,"c2","c"
6,"B7","hsa-miR-302b*",1.247781885,"c2","c"
6,"E7","hsa-miR-302c",1.180732907,"c2","c"
6,"D7","hsa-miR-302c*",1.142681996,"c2","c"
6,"G7","hsa-miR-302d",1.209045712,"c2","c"
6,"F7","hsa-miR-302d*",1.176404846,"c2","c"
6,"H7","hsa-miR-302e",1.331818572,"c2","c"
6,"A8","hsa-miR-302f",1.183870799,"c2","c"
6,"B8","hsa-miR-30a",1.121979422,"c2","c"
6,"C8","hsa-miR-30a*",1.088689388,"c2","c"
6,"D8","hsa-miR-30b",1.221308523,"c2","c"
6,"E8","hsa-miR-30b*",1.149823308,"c2","c"
6,"H8","hsa-miR-30c",1.301522048,"c2","c"
6,"F8","hsa-miR-30c",1.038808369,"c2","c"
6,"G8","hsa-miR-30c-1*",1.340330416,"c2","c"
6,"A9","hsa-miR-30c-2*",1.169047062,"c2","c"
6,"B9","hsa-miR-30d",1.224590693,"c2","c"
6,"C9","hsa-miR-30d*",1.258638071,"c2","c"
6,"D9","hsa-miR-30e",1.035814746,"c2","c"
6,"E9","hsa-miR-30e*",1.288898494,"c2","c"
6,"F9","hsa-miR-31",1.126523827,"c2","c"
6,"G9","hsa-miR-31*",1.229748286,"c2","c"
6,"H9","hsa-miR-32",1.389381776,"c2","c"
6,"A10","hsa-miR-32*",1.082954701,"c2","c"
6,"B10","hsa-miR-320a",1.235519074,"c2","c"
6,"C10","hsa-miR-320b",1.107877047,"c2","c"
6,"D10","hsa-miR-320b",1.342314128,"c2","c"
6,"E10","hsa-miR-320c",1.221236448,"c2","c"
6,"F10","hsa-miR-320c",1.289078865,"c2","c"
6,"G10","hsa-miR-320d",1.233210713,"c2","c"
6,"H10","hsa-miR-320d",1.2914593,"c2","c"
6,"B11","hsa-miR-323-3p",1.25975615,"c2","c"
6,"A11","hsa-miR-323-5p",1.357209828,"c2","c"
6,"D11","hsa-miR-324-3p",1.014967895,"c2","c"
6,"C11","hsa-miR-324-5p",1.286157437,"c2","c"
6,"E11","hsa-miR-325",1.406189113,"c2","c"
6,"F11","hsa-miR-326",1.230036833,"c2","c"
6,"G11","hsa-miR-328",1.21860344,"c2","c"
6,"H11","hsa-miR-329",1.273064966,"c2","c"
7,"A2","ath-miR416",0.960395039,"c2","c"
7,"B2","cel-miR-243",1.039604961,"c2","c"
7,"C2","hsa-miR-329",0.933120308,"c2","c"
7,"E2","hsa-miR-330-3p",0.757795385,"c2","c"
7,"D2","hsa-miR-330-5p",0.825648077,"c2","c"
7,"G2","hsa-miR-331-3p",0.849175843,"c2","c"
7,"F2","hsa-miR-331-5p",0.825967654,"c2","c"
7,"H2","hsa-miR-335",0.984532713,"c2","c"
7,"A3","hsa-miR-335*",1.039459747,"c2","c"
7,"C3","hsa-miR-337-3p",0.99713895,"c2","c"
7,"B3","hsa-miR-337-5p",0.997748857,"c2","c"
7,"E3","hsa-miR-338-3p",0.915460055,"c2","c"
7,"D3","hsa-miR-338-5p",0.937913027,"c2","c"
7,"G3","hsa-miR-339-3p",0.966843329,"c2","c"
7,"F3","hsa-miR-339-5p",0.97637068,"c2","c"
7,"H3","hsa-miR-33a",1.013753539,"c2","c"
7,"A4","hsa-miR-33a*",0.838283355,"c2","c"
7,"B4","hsa-miR-33b",0.987611689,"c2","c"
7,"C4","hsa-miR-33b*",0.965187758,"c2","c"
7,"D4","hsa-miR-340",1.015873991,"c2","c"
7,"E4","hsa-miR-340*",1.014944416,"c2","c"
7,"G4","hsa-miR-342-3p",0.978723382,"c2","c"
7,"F4","hsa-miR-342-5p",0.984445586,"c2","c"
7,"H4","hsa-miR-345",0.911654907,"c2","c"
7,"A5","hsa-miR-346",0.812548112,"c2","c"
7,"B5","hsa-miR-34a",0.974685978,"c2","c"
7,"C5","hsa-miR-34a*",0.998591208,"c2","c"
7,"E5","hsa-miR-34b",0.965478191,"c2","c"
7,"D5","hsa-miR-34b*",0.956444671,"c2","c"
7,"G5","hsa-miR-34c-3p",0.861055806,"c2","c"
7,"F5","hsa-miR-34c-5p",0.997777904,"c2","c"
7,"A6","hsa-miR-361-3p",0.817776478,"c2","c"
7,"H5","hsa-miR-361-5p",0.861404417,"c2","c"
7,"C6","hsa-miR-362-3p",0.847229658,"c2","c"
7,"B6","hsa-miR-362-5p",0.90546801,"c2","c"
7,"E6","hsa-miR-363",0.872151596,"c2","c"
7,"D6","hsa-miR-363*",0.852080463,"c2","c"
7,"F6","hsa-miR-365",0.865993739,"c2","c"
7,"H6","hsa-miR-365",0.900297724,"c2","c"
7,"G6","hsa-miR-365*",0.875056306,"c2","c"
7,"B7","hsa-miR-367",0.942938092,"c2","c"
7,"A7","hsa-miR-367*",0.885309744,"c2","c"
7,"D7","hsa-miR-369-3p",0.980843828,"c2","c"
7,"C7","hsa-miR-369-5p",0.946626977,"c2","c"
7,"E7","hsa-miR-370",0.976661114,"c2","c"
7,"G7","hsa-miR-371-3p",0.986362634,"c2","c"
7,"F7","hsa-miR-371-5p",0.993885713,"c2","c"
7,"H7","hsa-miR-372",0.959872168,"c2","c"
7,"B8","hsa-miR-373",0.920833641,"c2","c"
7,"A8","hsa-miR-373*",0.677510717,"c2","c"
7,"C8","hsa-miR-374a",0.714864584,"c2","c"
7,"D8","hsa-miR-374a*",0.869334103,"c2","c"
7,"E8","hsa-miR-374b",0.819374053,"c2","c"
7,"F8","hsa-miR-374b*",0.773887152,"c2","c"
7,"G8","hsa-miR-375",0.772638145,"c2","c"
7,"A9","hsa-miR-376a",0.880517025,"c2","c"
7,"B9","hsa-miR-376a",0.878483803,"c2","c"
7,"H8","hsa-miR-376a*",0.760787181,"c2","c"
7,"C9","hsa-miR-376b",0.863001992,"c2","c"
7,"D9","hsa-miR-376c",0.79607873,"c2","c"
7,"F9","hsa-miR-377",0.848740099,"c2","c"
7,"E9","hsa-miR-377*",0.861811024,"c2","c"
7,"H9","hsa-miR-378",0.939249112,"c2","c"
7,"G9","hsa-miR-378*",0.842175636,"c2","c"
7,"A10","hsa-miR-379",0.869624537,"c2","c"
7,"B10","hsa-miR-379*",0.857976926,"c2","c"
7,"D10","hsa-miR-380",0.900442938,"c2","c"
7,"C10","hsa-miR-380*",1.0298744,"c2","c"
7,"E10","hsa-miR-381",0.925887753,"c2","c"
7,"F10","hsa-miR-382",0.848013922,"c2","c"
7,"G10","hsa-miR-383",0.880255632,"c2","c"
7,"H10","hsa-miR-384",0.949124989,"c2","c"
7,"B11","hsa-miR-409-3p",0.944419397,"c2","c"
7,"A11","hsa-miR-409-5p",0.927717675,"c2","c"
7,"C11","hsa-miR-410",0.896085963,"c2","c"
7,"D11","hsa-miR-411",0.843889294,"c2","c"
7,"E11","hsa-miR-411*",0.901866253,"c2","c"
7,"F11","hsa-miR-412",0.849756711,"c2","c"
7,"G11","hsa-miR-421",0.924958269,"c2","c"
7,"H11","hsa-miR-422a",0.972362225,"c2","c"
8,"A2","ath-miR416",0.906965375,"c2","c"
8,"B2","cel-miR-243",1.093034625,"c2","c"
8,"B5","hsa-miR-323b-5p",1.066608756,"c2","c"
8,"D2","hsa-miR-423-3p",0.919181483,"c2","c"
8,"C2","hsa-miR-423-5p",1.183405002,"c2","c"
8,"E2","hsa-miR-424",1.012814254,"c2","c"
8,"F2","hsa-miR-424*",0.967828477,"c2","c"
8,"G2","hsa-miR-425",1.032787785,"c2","c"
8,"H2","hsa-miR-425*",0.929875143,"c2","c"
8,"A3","hsa-miR-429",0.780345498,"c2","c"
8,"B3","hsa-miR-431",1.11311698,"c2","c"
8,"C3","hsa-miR-431*",1.14733655,"c2","c"
8,"D3","hsa-miR-432",1.00063443,"c2","c"
8,"E3","hsa-miR-432*",0.922697704,"c2","c"
8,"F3","hsa-miR-433",0.968045975,"c2","c"
8,"G3","hsa-miR-448",0.983234597,"c2","c"
8,"H3","hsa-miR-449a",0.966994725,"c2","c"
8,"A4","hsa-miR-449b",0.79818032,"c2","c"
8,"B4","hsa-miR-449b*",1.173835086,"c2","c"
8,"D4","hsa-miR-450a",0.991354499,"c2","c"
8,"C4","hsa-miR-450a",1.079223567,"c2","c"
8,"F4","hsa-miR-450b-3p",1.029996596,"c2","c"
8,"E4","hsa-miR-450b-5p",0.902615462,"c2","c"
8,"G4","hsa-miR-451",1.024559096,"c2","c"
8,"H4","hsa-miR-452",0.913490335,"c2","c"
8,"A5","hsa-miR-452*",1.077664782,"c2","c"
8,"D5","hsa-miR-454",1.008573119,"c2","c"
8,"C5","hsa-miR-454*",1.04420647,"c2","c"
8,"F5","hsa-miR-455-3p",0.958874823,"c2","c"
8,"E5","hsa-miR-455-5p",0.997408141,"c2","c"
8,"H5","hsa-miR-483-3p",1.021622919,"c2","c"
8,"G5","hsa-miR-483-5p",0.989759557,"c2","c"
8,"A6","hsa-miR-484",1.167092636,"c2","c"
8,"C6","hsa-miR-485-3p",1.038297712,"c2","c"
8,"B6","hsa-miR-485-5p",1.125768077,"c2","c"
8,"E6","hsa-miR-486-3p",0.943649976,"c2","c"
8,"D6","hsa-miR-486-5p",1.010530495,"c2","c"
8,"F6","hsa-miR-487a",1.11652443,"c2","c"
8,"G6","hsa-miR-487b",0.975513398,"c2","c"
8,"A7","hsa-miR-488",1.241150646,"c2","c"
8,"H6","hsa-miR-488*",1.047323928,"c2","c"
8,"B7","hsa-miR-489",1.088358503,"c2","c"
8,"D7","hsa-miR-490-3p",0.981494599,"c2","c"
8,"C7","hsa-miR-490-5p",1.09491968,"c2","c"
8,"F7","hsa-miR-491-3p",1.020317962,"c2","c"
8,"E7","hsa-miR-491-5p",0.939010071,"c2","c"
8,"H7","hsa-miR-493",1.167310186,"c2","c"
8,"G7","hsa-miR-493*",1.08368226,"c2","c"
8,"A8","hsa-miR-494",1.011980562,"c2","c"
8,"B8","hsa-miR-495",1.094629687,"c2","c"
8,"C8","hsa-miR-496",1.129284238,"c2","c"
8,"D8","hsa-miR-497",0.981965857,"c2","c"
8,"E8","hsa-miR-497*",0.988092053,"c2","c"
8,"F8","hsa-miR-498",1.059648755,"c2","c"
8,"H8","hsa-miR-499-3p",1.101372138,"c2","c"
8,"G8","hsa-miR-499-5p",1.000561868,"c2","c"
8,"A9","hsa-miR-500a",1.289253821,"c2","c"
8,"B9","hsa-miR-500a*",1.202544721,"c2","c"
8,"D9","hsa-miR-501-3p",1.022819158,"c2","c"
8,"C9","hsa-miR-501-5p",1.10945571,"c2","c"
8,"F9","hsa-miR-502-3p",1.081072345,"c2","c"
8,"E9","hsa-miR-502-5p",1.045946416,"c2","c"
8,"G9","hsa-miR-503",1.005528103,"c2","c"
8,"H9","hsa-miR-504",1.04453274,"c2","c"
8,"B10","hsa-miR-505",1.258441708,"c2","c"
8,"A10","hsa-miR-505*",1.230565765,"c2","c"
8,"C10","hsa-miR-506",1.250829281,"c2","c"
8,"D10","hsa-miR-507",0.970619725,"c2","c"
8,"F10","hsa-miR-508-3p",0.968626012,"c2","c"
8,"E10","hsa-miR-508-5p",1.06432499,"c2","c"
8,"C11","hsa-miR-509-3-5p",1.243289303,"c2","c"
8,"H10","hsa-miR-509-3p",1.134431739,"c2","c"
8,"D11","hsa-miR-509-3p",1.071538593,"c2","c"
8,"B11","hsa-miR-509-3p",1.191996117,"c2","c"
8,"G10","hsa-miR-509-5p",1.044061482,"c2","c"
8,"A11","hsa-miR-509-5p",1.197107341,"c2","c"
8,"E11","hsa-miR-510",1.163612639,"c2","c"
8,"F11","hsa-miR-511",0.895293034,"c2","c"
8,"G11","hsa-miR-511",0.960179833,"c2","c"
8,"H11","hsa-miR-512-5p",1.028909069,"c2","c"
9,"A2","ath-miR416",1.020952296,"c2","c"
9,"B2","cel-miR-243",0.979047704,"c2","c"
9,"E2","hsa-miR-512-3p",0.67032615,"c2","c"
9,"C2","hsa-miR-512-3p",0.890484512,"c2","c"
9,"D2","hsa-miR-512-5p",0.928419192,"c2","c"
9,"A3","hsa-miR-513a-3p",1.179944683,"c2","c"
9,"G2","hsa-miR-513a-3p",0.963560204,"c2","c"
9,"H2","hsa-miR-513a-5p",0.95331684,"c2","c"
9,"F2","hsa-miR-513a-5p",0.75070456,"c2","c"
9,"B3","hsa-miR-513b",1.01355162,"c2","c"
9,"C3","hsa-miR-513c",0.819810339,"c2","c"
9,"F3","hsa-miR-514",1.072953172,"c2","c"
9,"D3","hsa-miR-514",0.83510181,"c2","c"
9,"E3","hsa-miR-514",0.799078633,"c2","c"
9,"B4","hsa-miR-515-3p",0.9243022,"c2","c"
9,"H3","hsa-miR-515-3p",0.900188749,"c2","c"
9,"A4","hsa-miR-515-5p",1.166466573,"c2","c"
9,"G3","hsa-miR-515-5p",0.992966902,"c2","c"
9,"F4","hsa-miR-516a-3p",0.8083417,"c2","c"
