"pID","Well","Name","Plate 1",,"treat"
3,"B8","hsa-miR-138-2*",1.104940273,"v4","v"
3,"D8","hsa-miR-139-3p",1.100713364,"v4","v"
3,"C8","hsa-miR-139-5p",1.038424278,"v4","v"
3,"F8","hsa-miR-140-3p",1.080811381,"v4","v"
3,"E8","hsa-miR-140-5p",1.060498479,"v4","v"
3,"H8","hsa-miR-141",1.05233804,"v4","v"
3,"G8","hsa-miR-141*",1.052220693,"v4","v"
3,"B9","hsa-miR-142-3p",1.130713021,"v4","v"
3,"A9","hsa-miR-142-5p",1.143452615,"v4","v"
3,"D9","hsa-miR-143",1.047758885,"v4","v"
3,"C9","hsa-miR-143*",1.0981889,"v4","v"
3,"F9","hsa-miR-144",1.020635853,"v4","v"
3,"E9","hsa-miR-144*",1.093961894,"v4","v"
3,"G9","hsa-miR-145",1.051633561,"v4","v"
3,"H9","hsa-miR-145*",1.135233503,"v4","v"
3,"A10","hsa-miR-1468",1.305427538,"v4","v"
3,"B10","hsa-miR-1469",1.214665208,"v4","v"
3,"C10","hsa-miR-146a",1.168873118,"v4","v"
3,"D10","hsa-miR-146a*",1.154254878,"v4","v"
3,"F10","hsa-miR-146b-3p",1.039774574,"v4","v"
3,"E10","hsa-miR-146b-5p",1.099480414,"v4","v"
3,"G10","hsa-miR-147",0.951301918,"v4","v"
3,"H10","hsa-miR-1470",0.954824337,"v4","v"
3,"A11","hsa-miR-1471",1.055214749,"v4","v"
3,"B11","hsa-miR-147b",1.063844781,"v4","v"
3,"D11","hsa-miR-148a",0.949129688,"v4","v"
3,"C11","hsa-miR-148a*",1.003199564,"v4","v"
3,"F11","hsa-miR-148b",0.904394334,"v4","v"
3,"E11","hsa-miR-148b*",0.887603863,"v4","v"
3,"G11","hsa-miR-149",0.907212274,"v4","v"
3,"H11","hsa-miR-149*",1.04541055,"v4","v"
4,"A2","ath-miR416",1.108790903,"v4","v"
4,"B2","cel-miR-243",0.891209097,"v4","v"
4,"C2","hsa-miR-150",0.794690168,"v4","v"
4,"D2","hsa-miR-150*",0.847221925,"v4","v"
4,"F2","hsa-miR-151-3p",0.831179042,"v4","v"
4,"E2","hsa-miR-151-5p",1.044706542,"v4","v"
4,"G2","hsa-miR-152",0.802144898,"v4","v"
4,"H2","hsa-miR-153",0.906031389,"v4","v"
4,"A3","hsa-miR-153",0.898140693,"v4","v"
4,"B3","hsa-miR-1537",0.975129155,"v4","v"
4,"C3","hsa-miR-1538",0.865618963,"v4","v"
4,"D3","hsa-miR-1539",0.842295752,"v4","v"
4,"E3","hsa-miR-154",0.96139678,"v4","v"
4,"F3","hsa-miR-154*",0.786407163,"v4","v"
4,"G3","hsa-miR-155",0.936068209,"v4","v"
4,"H3","hsa-miR-155*",0.901017993,"v4","v"
4,"A4","hsa-miR-15a",0.79321209,"v4","v"
4,"B4","hsa-miR-15a*",0.974954825,"v4","v"
4,"C4","hsa-miR-15b",0.701135626,"v4","v"
4,"D4","hsa-miR-15b*",0.761994035,"v4","v"
4,"E4","hsa-miR-16",0.892342599,"v4","v"
4,"G4","hsa-miR-16",0.946879708,"v4","v"
4,"F4","hsa-miR-16-1*",0.723630626,"v4","v"
4,"H4","hsa-miR-16-2*",0.876125315,"v4","v"
4,"A5","hsa-miR-17",0.729060382,"v4","v"
4,"B5","hsa-miR-17*",1.011400043,"v4","v"
4,"C5","hsa-miR-181a",0.947838808,"v4","v"
4,"E5","hsa-miR-181a",0.882054235,"v4","v"
4,"F5","hsa-miR-181a-2*",0.968328376,"v4","v"
4,"D5","hsa-miR-181a*",0.861869815,"v4","v"
4,"H5","hsa-miR-181b",0.872376157,"v4","v"
4,"G5","hsa-miR-181b",0.806940317,"v4","v"
4,"A6","hsa-miR-181c",0.899840906,"v4","v"
4,"B6","hsa-miR-181c*",1.019290738,"v4","v"
4,"C6","hsa-miR-181d",0.846393643,"v4","v"
4,"D6","hsa-miR-182",0.912178216,"v4","v"
4,"E6","hsa-miR-182*",0.984894393,"v4","v"
4,"F6","hsa-miR-1825",0.938901852,"v4","v"
4,"G6","hsa-miR-1827",1.044401323,"v4","v"
4,"H6","hsa-miR-183",0.888767844,"v4","v"
4,"A7","hsa-miR-183*",0.991869574,"v4","v"
4,"B7","hsa-miR-184",1.015105616,"v4","v"
4,"C7","hsa-miR-185",0.934760386,"v4","v"
4,"D7","hsa-miR-185*",0.938509543,"v4","v"
4,"E7","hsa-miR-186",0.802886011,"v4","v"
4,"F7","hsa-miR-186*",0.933888455,"v4","v"
4,"H7","hsa-miR-187",1.051202173,"v4","v"
4,"G7","hsa-miR-187*",0.990082192,"v4","v"
4,"B8","hsa-miR-188-3p",0.928918635,"v4","v"
4,"A8","hsa-miR-188-5p",1.014538905,"v4","v"
4,"C8","hsa-miR-18a",0.84356,"v4","v"
4,"D8","hsa-miR-18a*",0.967587263,"v4","v"
4,"E8","hsa-miR-18b",0.853281582,"v4","v"
4,"F8","hsa-miR-18b*",1.000326981,"v4","v"
4,"G8","hsa-miR-190",0.936591344,"v4","v"
4,"H8","hsa-miR-1908",0.924907914,"v4","v"
4,"B9","hsa-miR-1909",0.939904536,"v4","v"
4,"A9","hsa-miR-1909*",1.025655552,"v4","v"
4,"C9","hsa-miR-190b",0.889029407,"v4","v"
4,"D9","hsa-miR-191",0.80968679,"v4","v"
4,"E9","hsa-miR-191*",0.875427787,"v4","v"
4,"F9","hsa-miR-1910",0.921463904,"v4","v"
4,"G9","hsa-miR-1911",0.92647731,"v4","v"
4,"H9","hsa-miR-1911*",0.867624324,"v4","v"
4,"A10","hsa-miR-1912",1.01650068,"v4","v"
4,"B10","hsa-miR-1913",0.898140693,"v4","v"
4,"C10","hsa-miR-1914",0.870675953,"v4","v"
4,"D10","hsa-miR-1914*",0.836410426,"v4","v"
4,"F10","hsa-miR-1915",0.846873192,"v4","v"
4,"E10","hsa-miR-1915*",0.913834852,"v4","v"
4,"G10","hsa-miR-192",0.838720934,"v4","v"
4,"H10","hsa-miR-192*",0.835364165,"v4","v"
4,"B11","hsa-miR-193a-3p",0.976349817,"v4","v"
4,"A11","hsa-miR-193a-5p",0.839113314,"v4","v"
4,"D11","hsa-miR-193b",0.707195364,"v4","v"
4,"C11","hsa-miR-193b*",0.843647169,"v4","v"
4,"F11","hsa-miR-194",0.911437103,"v4","v"
4,"E11","hsa-miR-194",0.806068386,"v4","v"
4,"G11","hsa-miR-194*",0.910085695,"v4","v"
4,"H11","hsa-miR-195",0.93480397,"v4","v"
5,"A2","ath-miR416",1.082532807,"v4","v"
5,"B2","cel-miR-243",0.917467193,"v4","v"
5,"C2","hsa-miR-195*",0.830748234,"v4","v"
5,"E2","hsa-miR-196a",0.984841847,"v4","v"
5,"D2","hsa-miR-196a",0.913016675,"v4","v"
5,"F2","hsa-miR-196a*",1.177491876,"v4","v"
5,"G2","hsa-miR-196b",0.987661966,"v4","v"
5,"H2","hsa-miR-196b*",0.96717195,"v4","v"
5,"A3","hsa-miR-197",1.104653222,"v4","v"
5,"B3","hsa-miR-1972",1.157706922,"v4","v"
5,"C3","hsa-miR-1973",1.007535013,"v4","v"
5,"D3","hsa-miR-1976",0.708336988,"v4","v"
5,"E3","hsa-miR-198",0.965761881,"v4","v"
5,"G3","hsa-miR-199a-3p",0.910064382,"v4","v"
5,"A4","hsa-miR-199a-3p",0.802265656,"v4","v"
5,"F3","hsa-miR-199a-5p",1.09606068,"v4","v"
5,"H3","hsa-miR-199a-5p",1.096369101,"v4","v"
5,"C4","hsa-miR-199b-3p",1.066096795,"v4","v"
5,"B4","hsa-miR-199b-5p",1.103419409,"v4","v"
5,"E4","hsa-miR-19a",1.217634691,"v4","v"
5,"D4","hsa-miR-19a*",1.168018017,"v4","v"
5,"G4","hsa-miR-19b",1.328456948,"v4","v"
5,"A5","hsa-miR-19b",0.737381733,"v4","v"
5,"F4","hsa-miR-19b-1*",1.28359914,"v4","v"
5,"H4","hsa-miR-19b-2*",1.189609617,"v4","v"
5,"C5","hsa-miR-200a",1.080902491,"v4","v"
5,"B5","hsa-miR-200a*",1.201066433,"v4","v"
5,"E5","hsa-miR-200b",1.105402302,"v4","v"
5,"D5","hsa-miR-200b*",1.030272333,"v4","v"
5,"G5","hsa-miR-200c",1.127654881,"v4","v"
5,"F5","hsa-miR-200c*",1.187053827,"v4","v"
5,"A6","hsa-miR-202",0.938662207,"v4","v"
5,"H5","hsa-miR-202*",1.116903127,"v4","v"
5,"B6","hsa-miR-203",1.106768352,"v4","v"
5,"C6","hsa-miR-204",1.158323828,"v4","v"
5,"D6","hsa-miR-205",1.153829237,"v4","v"
5,"E6","hsa-miR-205*",1.063585088,"v4","v"
5,"F6","hsa-miR-2052",1.094121797,"v4","v"
5,"G6","hsa-miR-2053",1.182338971,"v4","v"
5,"H6","hsa-miR-2054",1.253062504,"v4","v"
5,"A7","hsa-miR-206",1.069005016,"v4","v"
5,"B7","hsa-miR-208a",1.046179603,"v4","v"
5,"C7","hsa-miR-208b",1.008107909,"v4","v"
5,"D7","hsa-miR-20a",0.981492904,"v4","v"
5,"E7","hsa-miR-20a*",1.049484464,"v4","v"
5,"F7","hsa-miR-20b",1.004626801,"v4","v"
5,"G7","hsa-miR-20b*",0.929673089,"v4","v"
5,"H7","hsa-miR-21",0.935401429,"v4","v"
5,"A8","hsa-miR-21*",0.972944436,"v4","v"
5,"B8","hsa-miR-210",0.958403079,"v4","v"
5,"C8","hsa-miR-211",0.994095377,"v4","v"
5,"D8","hsa-miR-2110",1.066801793,"v4","v"
5,"E8","hsa-miR-2113",1.024676168,"v4","v"
5,"F8","hsa-miR-212",0.929276503,"v4","v"
5,"H8","hsa-miR-214",0.98233014,"v4","v"
5,"G8","hsa-miR-214*",0.945756597,"v4","v"
5,"A9","hsa-miR-215",1.044505205,"v4","v"
5,"B9","hsa-miR-216a",1.059619312,"v4","v"
5,"C9","hsa-miR-216b",1.04516612,"v4","v"
5,"D9","hsa-miR-217",0.994491953,"v4","v"
5,"E9","hsa-miR-218",0.920287312,"v4","v"
5,"G9","hsa-miR-218",1.054948465,"v4","v"
5,"F9","hsa-miR-218-1*",0.965453469,"v4","v"
5,"H9","hsa-miR-218-2*",1.152198848,"v4","v"
5,"B10","hsa-miR-219-1-3p",1.101965267,"v4","v"
5,"D10","hsa-miR-219-2-3p",1.057239842,"v4","v"
5,"A10","hsa-miR-219-5p",1.505728394,"v4","v"
5,"C10","hsa-miR-219-5p",1.115845635,"v4","v"
5,"F10","hsa-miR-22",1.187053827,"v4","v"
5,"E10","hsa-miR-22*",1.123645023,"v4","v"
5,"H10","hsa-miR-221",1.128844612,"v4","v"
5,"G10","hsa-miR-221*",1.037278568,"v4","v"
5,"B11","hsa-miR-222",1.336036006,"v4","v"
5,"A11","hsa-miR-222*",1.485370534,"v4","v"
5,"D11","hsa-miR-223",0.981228565,"v4","v"
5,"C11","hsa-miR-223*",1.273684694,"v4","v"
5,"E11","hsa-miR-224",1.08663083,"v4","v"
5,"F11","hsa-miR-224*",1.022120378,"v4","v"
5,"H11","hsa-miR-23a",1.190226523,"v4","v"
5,"G11","hsa-miR-23a*",1.240856608,"v4","v"
6,"A2","ath-miR416",0.989152667,"v4","v"
6,"B2","cel-miR-243",1.010847333,"v4","v"
6,"D2","hsa-miR-23b",1.148441694,"v4","v"
6,"C2","hsa-miR-23b*",1.29087565,"v4","v"
6,"H2","hsa-miR-24",1.26313151,"v4","v"
6,"F2","hsa-miR-24",0.945304329,"v4","v"
6,"E2","hsa-miR-24-1*",1.174850827,"v4","v"
6,"G2","hsa-miR-24-2*",0.956986131,"v4","v"
6,"B3","hsa-miR-25",1.09024159,"v4","v"
6,"A3","hsa-miR-25*",1.106095359,"v4","v"
6,"C3","hsa-miR-26a",1.019441764,"v4","v"
6,"E3","hsa-miR-26a",0.961241591,"v4","v"
6,"D3","hsa-miR-26a-1*",1.321999312,"v4","v"
6,"F3","hsa-miR-26a-2*",1.156785895,"v4","v"
6,"G3","hsa-miR-26b",0.710417645,"v4","v"
6,"H3","hsa-miR-26b*",0.990612889,"v4","v"
6,"B4","hsa-miR-27a",1.247319453,"v4","v"
6,"A4","hsa-miR-27a*",0.7629122,"v4","v"
6,"D4","hsa-miR-27b",1.081271662,"v4","v"
6,"C4","hsa-miR-27b*",1.044807884,"v4","v"
6,"F4","hsa-miR-28-3p",0.997830523,"v4","v"
6,"E4","hsa-miR-28-5p",1.152947574,"v4","v"
6,"H4","hsa-miR-296-3p",1.201844096,"v4","v"
6,"G4","hsa-miR-296-5p",0.830864873,"v4","v"
6,"A5","hsa-miR-297",0.701211022,"v4","v"
6,"B5","hsa-miR-298",1.132921709,"v4","v"
6,"D5","hsa-miR-299-3p",1.070048798,"v4","v"
6,"C5","hsa-miR-299-5p",1.088155511,"v4","v"
6,"F5","hsa-miR-29a",0.978096721,"v4","v"
6,"E5","hsa-miR-29a*",1.033000937,"v4","v"
6,"B6","hsa-miR-29b",1.248612818,"v4","v"
6,"H5","hsa-miR-29b",0.960699228,"v4","v"
6,"G5","hsa-miR-29b-1*",1.037965686,"v4","v"
6,"A6","hsa-miR-29b-2*",1.303183248,"v4","v"
6,"D6","hsa-miR-29c",1.198256074,"v4","v"
6,"C6","hsa-miR-29c*",1.105678141,"v4","v"
6,"E6","hsa-miR-300",0.889357109,"v4","v"
6,"F6","hsa-miR-301a",1.03996828,"v4","v"
6,"G6","hsa-miR-301b",1.23275898,"v4","v"
6,"A7","hsa-miR-302a",1.119445961,"v4","v"
6,"H6","hsa-miR-302a*",0.954566329,"v4","v"
6,"C7","hsa-miR-302b",1.124035214,"v4","v"
6,"B7","hsa-miR-302b*",1.137218951,"v4","v"
6,"E7","hsa-miR-302c",1.13696853,"v4","v"
6,"D7","hsa-miR-302c*",0.963494536,"v4","v"
6,"G7","hsa-miR-302d",0.712169878,"v4","v"
6,"F7","hsa-miR-302d*",1.106053646,"v4","v"
6,"H7","hsa-miR-302e",0.917935685,"v4","v"
6,"A8","hsa-miR-302f",1.168175625,"v4","v"
6,"B8","hsa-miR-30a",1.174642179,"v4","v"
6,"C8","hsa-miR-30a*",1.104593424,"v4","v"
6,"D8","hsa-miR-30b",1.274020658,"v4","v"
6,"E8","hsa-miR-30b*",1.250907483,"v4","v"
6,"H8","hsa-miR-30c",1.229254391,"v4","v"
6,"F8","hsa-miR-30c",0.912470284,"v4","v"
6,"G8","hsa-miR-30c-1*",0.810838999,"v4","v"
6,"A9","hsa-miR-30c-2*",1.341232394,"v4","v"
6,"B9","hsa-miR-30d",1.140848624,"v4","v"
6,"C9","hsa-miR-30d*",1.216154149,"v4","v"
6,"D9","hsa-miR-30e",0.956610626,"v4","v"
6,"E9","hsa-miR-30e*",1.212399391,"v4","v"
6,"F9","hsa-miR-31",0.766865515,"v4","v"
6,"G9","hsa-miR-31*",0.838207712,"v4","v"
6,"H9","hsa-miR-32",1.052359302,"v4","v"
6,"A10","hsa-miR-32*",1.282907084,"v4","v"
6,"B10","hsa-miR-320a",1.006216367,"v4","v"
6,"C10","hsa-miR-320b",1.22829488,"v4","v"
6,"D10","hsa-miR-320b",1.064249674,"v4","v"
6,"E10","hsa-miR-320c",1.213525768,"v4","v"
6,"F10","hsa-miR-320c",0.844382333,"v4","v"
6,"G10","hsa-miR-320d",1.053068522,"v4","v"
6,"H10","hsa-miR-320d",1.188326566,"v4","v"
6,"B11","hsa-miR-323-3p",1.141307562,"v4","v"
6,"A11","hsa-miR-323-5p",1.343902556,"v4","v"
6,"D11","hsa-miR-324-3p",1.004672712,"v4","v"
6,"C11","hsa-miR-324-5p",1.148692114,"v4","v"
6,"E11","hsa-miR-325",1.158371193,"v4","v"
6,"F11","hsa-miR-326",1.085986061,"v4","v"
6,"G11","hsa-miR-328",1.013267144,"v4","v"
6,"H11","hsa-miR-329",1.151278713,"v4","v"
7,"A2","ath-miR416",0.96786146,"v4","v"
7,"B2","cel-miR-243",1.03213854,"v4","v"
7,"C2","hsa-miR-329",0.979471855,"v4","v"
7,"E2","hsa-miR-330-3p",0.876262927,"v4","v"
7,"D2","hsa-miR-330-5p",0.8942961,"v4","v"
7,"G2","hsa-miR-331-3p",0.761147193,"v4","v"
7,"F2","hsa-miR-331-5p",1.094933404,"v4","v"
7,"H2","hsa-miR-335",0.951853971,"v4","v"
7,"A3","hsa-miR-335*",1.006052167,"v4","v"
7,"C3","hsa-miR-337-3p",1.1778365,"v4","v"
7,"B3","hsa-miR-337-5p",1.077344868,"v4","v"
7,"E3","hsa-miR-338-3p",0.912625622,"v4","v"
7,"D3","hsa-miR-338-5p",1.313752087,"v4","v"
7,"G3","hsa-miR-339-3p",0.847113462,"v4","v"
7,"F3","hsa-miR-339-5p",1.335638875,"v4","v"
7,"H3","hsa-miR-33a",1.00397718,"v4","v"
7,"A4","hsa-miR-33a*",0.903053798,"v4","v"
7,"B4","hsa-miR-33b",1.052888999,"v4","v"
7,"C4","hsa-miR-33b*",0.981398626,"v4","v"
7,"D4","hsa-miR-340",1.342259325,"v4","v"
7,"E4","hsa-miR-340*",1.041031558,"v4","v"
7,"G4","hsa-miR-342-3p",0.972703189,"v4","v"
7,"F4","hsa-miR-342-5p",0.977989647,"v4","v"
7,"H4","hsa-miR-345",1.523825968,"v4","v"
7,"A5","hsa-miR-346",0.830018547,"v4","v"
7,"B5","hsa-miR-34a",1.163459362,"v4","v"
7,"C5","hsa-miR-34a*",1.155752039,"v4","v"
7,"E5","hsa-miR-34b",1.06237495,"v4","v"
7,"D5","hsa-miR-34b*",1.374027255,"v4","v"
7,"G5","hsa-miR-34c-3p",1.141671405,"v4","v"
7,"F5","hsa-miR-34c-5p",1.042958411,"v4","v"
7,"A6","hsa-miR-361-3p",1.208122294,"v4","v"
7,"H5","hsa-miR-361-5p",1.022553748,"v4","v"
7,"C6","hsa-miR-362-3p",1.196166104,"v4","v"
7,"B6","hsa-miR-362-5p",1.240532614,"v4","v"
7,"E6","hsa-miR-363",1.168350548,"v4","v"
7,"D6","hsa-miR-363*",1.119982207,"v4","v"
7,"F6","hsa-miR-365",1.011980924,"v4","v"
7,"H6","hsa-miR-365",0.965144092,"v4","v"
7,"G6","hsa-miR-365*",1.304612013,"v4","v"
7,"B7","hsa-miR-367",1.281243018,"v4","v"
7,"A7","hsa-miR-367*",1.441219293,"v4","v"
7,"D7","hsa-miR-369-3p",1.434450628,"v4","v"
7,"C7","hsa-miR-369-5p",1.492996696,"v4","v"
7,"E7","hsa-miR-370",1.136582547,"v4","v"
7,"G7","hsa-miR-371-3p",1.377337556,"v4","v"
7,"F7","hsa-miR-371-5p",1.111434985,"v4","v"
7,"H7","hsa-miR-372",1.487710319,"v4","v"
7,"B8","hsa-miR-373",1.341419426,"v4","v"
7,"A8","hsa-miR-373*",1.431782798,"v4","v"
7,"C8","hsa-miR-374a",1.428917287,"v4","v"
7,"D8","hsa-miR-374a*",1.389244372,"v4","v"
7,"E8","hsa-miR-374b",1.436871656,"v4","v"
7,"F8","hsa-miR-374b*",1.012376186,"v4","v"
7,"G8","hsa-miR-375",1.128430587,"v4","v"
7,"A9","hsa-miR-376a",1.171364347,"v4","v"
7,"B9","hsa-miR-376a",1.213507583,"v4","v"
7,"H8","hsa-miR-376a*",1.49902413,"v4","v"
7,"C9","hsa-miR-376b",1.494725949,"v4","v"
7,"D9","hsa-miR-376c",1.343247439,"v4","v"
7,"F9","hsa-miR-377",1.508263116,"v4","v"
7,"E9","hsa-miR-377*",1.409994841,"v4","v"
7,"H9","hsa-miR-378",1.475852796,"v4","v"
7,"G9","hsa-miR-378*",1.497739666,"v4","v"
7,"A10","hsa-miR-379",1.03441119,"v4","v"
7,"B10","hsa-miR-379*",1.07423232,"v4","v"
7,"D10","hsa-miR-380",1.39171454,"v4","v"
7,"C10","hsa-miR-380*",1.389491347,"v4","v"
7,"E10","hsa-miR-381",1.424915374,"v4","v"
7,"F10","hsa-miR-382",1.400212459,"v4","v"
7,"G10","hsa-miR-383",1.489390127,"v4","v"
7,"H10","hsa-miR-384",1.580494556,"v4","v"
7,"B11","hsa-miR-409-3p",1.044835799,"v4","v"
7,"A11","hsa-miR-409-5p",1.04142682,"v4","v"
7,"C11","hsa-miR-410",1.430152447,"v4","v"
7,"D11","hsa-miR-411",1.333316851,"v4","v"
7,"E11","hsa-miR-411*",1.343000474,"v4","v"
7,"F11","hsa-miR-412",1.391813453,"v4","v"
7,"G11","hsa-miR-421",1.467552713,"v4","v"
7,"H11","hsa-miR-422a",1.463056707,"v4","v"
8,"A2","ath-miR416",0.83882241,"v4","v"
8,"B2","cel-miR-243",1.16117759,"v4","v"
8,"B5","hsa-miR-323b-5p",0.975389176,"v4","v"
8,"D2","hsa-miR-423-3p",0.924654084,"v4","v"
8,"C2","hsa-miR-423-5p",1.008251597,"v4","v"
8,"E2","hsa-miR-424",0.874315358,"v4","v"
8,"F2","hsa-miR-424*",0.860550599,"v4","v"
8,"G2","hsa-miR-425",0.850533265,"v4","v"
8,"H2","hsa-miR-425*",0.896295775,"v4","v"
8,"A3","hsa-miR-429",0.839471017,"v4","v"
8,"B3","hsa-miR-431",1.099380184,"v4","v"
8,"C3","hsa-miR-431*",0.763368399,"v4","v"
8,"D3","hsa-miR-432",0.893160847,"v4","v"
8,"E3","hsa-miR-432*",0.80005046,"v4","v"
8,"F3","hsa-miR-433",0.759945251,"v4","v"
8,"G3","hsa-miR-448",0.955967123,"v4","v"
8,"H3","hsa-miR-449a",0.983460701,"v4","v"
8,"A4","hsa-miR-449b",0.656111943,"v4","v"
8,"B4","hsa-miR-449b*",0.793996846,"v4","v"
8,"D4","hsa-miR-450a",1.102443016,"v4","v"
8,"C4","hsa-miR-450a",0.877666462,"v4","v"
8,"F4","hsa-miR-450b-3p",0.9091597,"v4","v"
8,"E4","hsa-miR-450b-5p",0.955210428,"v4","v"
8,"G4","hsa-miR-451",1.049005526,"v4","v"
8,"H4","hsa-miR-452",0.846749796,"v4","v"
8,"A5","hsa-miR-452*",0.603048327,"v4","v"
8,"D5","hsa-miR-454",1.231082455,"v4","v"
8,"C5","hsa-miR-454*",0.892656386,"v4","v"
8,"F5","hsa-miR-455-3p",0.919717487,"v4","v"
8,"E5","hsa-miR-455-5p",0.907249936,"v4","v"
8,"H5","hsa-miR-483-3p",0.842858173,"v4","v"
8,"G5","hsa-miR-483-5p",0.994811235,"v4","v"
8,"A6","hsa-miR-484",0.912582906,"v4","v"
8,"C6","hsa-miR-485-3p",0.821274129,"v4","v"
8,"B6","hsa-miR-485-5p",0.78394352,"v4","v"
8,"E6","hsa-miR-486-3p",1.001621478,"v4","v"
8,"D6","hsa-miR-486-5p",1.129468178,"v4","v"
8,"F6","hsa-miR-487a",0.993766254,"v4","v"
8,"G6","hsa-miR-487b",0.933157968,"v4","v"
8,"A7","hsa-miR-488",0.91528541,"v4","v"
8,"H6","hsa-miR-488*",1.060464095,"v4","v"
8,"B7","hsa-miR-489",0.997297497,"v4","v"
8,"D7","hsa-miR-490-3p",0.946994823,"v4","v"
8,"C7","hsa-miR-490-5p",0.878387165,"v4","v"
8,"F7","hsa-miR-491-3p",0.770755273,"v4","v"
8,"E7","hsa-miR-491-5p",1.018989635,"v4","v"
8,"H7","hsa-miR-493",0.939860183,"v4","v"
8,"G7","hsa-miR-493*",0.927536778,"v4","v"
8,"A8","hsa-miR-494",0.814752098,"v4","v"
8,"B8","hsa-miR-495",0.824373006,"v4","v"
8,"C8","hsa-miR-496",0.856983253,"v4","v"
8,"D8","hsa-miR-497",1.021980364,"v4","v"
8,"E8","hsa-miR-497*",0.96335399,"v4","v"
8,"F8","hsa-miR-498",0.812409916,"v4","v"
8,"H8","hsa-miR-499-3p",0.861415382,"v4","v"
8,"G8","hsa-miR-499-5p",0.98904584,"v4","v"
8,"A9","hsa-miR-500a",0.748918988,"v4","v"
8,"B9","hsa-miR-500a*",0.783727285,"v4","v"
8,"D9","hsa-miR-501-3p",0.870135508,"v4","v"
8,"C9","hsa-miR-501-5p",0.892476195,"v4","v"
8,"F9","hsa-miR-502-3p",0.823364077,"v4","v"
8,"E9","hsa-miR-502-5p",0.72510091,"v4","v"
8,"G9","hsa-miR-503",0.937085636,"v4","v"
8,"H9","hsa-miR-504",1.090335787,"v4","v"
8,"B10","hsa-miR-505",0.861127104,"v4","v"
8,"A10","hsa-miR-505*",0.830534709,"v4","v"
8,"C10","hsa-miR-506",0.885377607,"v4","v"
8,"D10","hsa-miR-507",0.785312771,"v4","v"
8,"F10","hsa-miR-508-3p",0.863253103,"v4","v"
8,"E10","hsa-miR-508-5p",0.817706836,"v4","v"
8,"C11","hsa-miR-509-3-5p",0.884476772,"v4","v"
8,"H10","hsa-miR-509-3p",1.054698699,"v4","v"
8,"D11","hsa-miR-509-3p",0.785817232,"v4","v"
8,"B11","hsa-miR-509-3p",0.715443958,"v4","v"
8,"G10","hsa-miR-509-5p",1.052428621,"v4","v"
8,"A11","hsa-miR-509-5p",0.851253969,"v4","v"
8,"E11","hsa-miR-510",0.857199496,"v4","v"
8,"F11","hsa-miR-511",0.870603925,"v4","v"
8,"G11","hsa-miR-511",1.209534397,"v4","v"
8,"H11","hsa-miR-512-5p",1.028142067,"v4","v"
9,"A2","ath-miR416",0.958974231,"v4","v"
9,"B2","cel-miR-243",1.041025769,"v4","v"
9,"E2","hsa-miR-512-3p",0.790860852,"v4","v"
9,"C2","hsa-miR-512-3p",0.869007667,"v4","v"
9,"D2","hsa-miR-512-5p",0.824789565,"v4","v"
9,"A3","hsa-miR-513a-3p",1.102392915,"v4","v"
9,"G2","hsa-miR-513a-3p",0.834551318,"v4","v"
9,"H2","hsa-miR-513a-5p",0.915969684,"v4","v"
9,"F2","hsa-miR-513a-5p",0.934648902,"v4","v"
9,"B3","hsa-miR-513b",1.307600912,"v4","v"
9,"C3","hsa-miR-513c",0.957285677,"v4","v"
9,"F3","hsa-miR-514",0.906471749,"v4","v"
9,"D3","hsa-miR-514",0.91755268,"v4","v"
9,"E3","hsa-miR-514",0.924570606,"v4","v"
9,"B4","hsa-miR-515-3p",1.101812456,"v4","v"
9,"H3","hsa-miR-515-3p",0.98899821,"v4","v"
9,"A4","hsa-miR-515-5p",0.965922987,"v4","v"
9,"G3","hsa-miR-515-5p",1.034271672,"v4","v"
9,"F4","hsa-miR-516a-3p",0.935282173,"v4","v"
9,"D4","hsa-miR-516a-3p",0.948315389,"v4","v"
9,"E4","hsa-miR-516a-5p",0.966361435,"v4","v"
9,"C4","hsa-miR-516a-5p",1.108988654,"v4","v"
9,"G4","hsa-miR-516b",0.809909447,"v4","v"
9,"A5","hsa-miR-516b",0.887803137,"v4","v"
9,"H4","hsa-miR-516b*",1.031686116,"v4","v"
9,"B5","hsa-miR-516b*",1.153628933,"v4","v"
9,"G5","hsa-miR-517*",0.939028548,"v4","v"
9,"C5","hsa-miR-517*",1.137640806,"v4","v"
9,"E5","hsa-miR-517*",0.961137599,"v4","v"
9,"D5","hsa-miR-517a",1.004828065,"v4","v"
9,"F5","hsa-miR-517b",0.973801538,"v4","v"
9,"H5","hsa-miR-517c",0.977178548,"v4","v"
9,"B6","hsa-miR-518a-3p",1.355723748,"v4","v"
9,"D6","hsa-miR-518a-3p",1.056961171,"v4","v"
9,"C6","hsa-miR-518a-5p",0.999973594,"v4","v"
9,"A6","hsa-miR-518a-5p",1.07637913,"v4","v"
9,"E6","hsa-miR-518b",0.940400461,"v4","v"
9,"G6","hsa-miR-518c",1.117009128,"v4","v"
9,"F6","hsa-miR-518c*",1.032846936,"v4","v"
9,"A7","hsa-miR-518d-3p",1.358731481,"v4","v"
9,"H6","hsa-miR-518d-5p",1.141492729,"v4","v"
9,"C7","hsa-miR-518e",1.021502186,"v4","v"
9,"B7","hsa-miR-518e*",1.210510973,"v4","v"
9,"E7","hsa-miR-518f",1.155792388,"v4","v"
