,,,Plate 1,Plate 2,Plate 3,Plate 4,Plate 5,Plate 6
3,C2,hsa-miR-129-3p,0.86423758,1.068442284,1.049225721,0.91237856,1.026859109,1.115225501
3,D2,hsa-miR-1293,0.843915995,0.858182488,0.950547607,0.862946609,1.000250546,1.158569124
3,E2,hsa-miR-1294,0.809404981,0.922517135,0.96632886,0.931458609,1.072710013,1.090396345
3,F2,hsa-miR-1295,0.786872996,0.781506138,1.072761493,0.833240415,0.835838895,0.951782516
3,G2,hsa-miR-1296,0.824236165,0.747932114,0.888420287,0.90738839,0.92428346,1.16991082
3,H2,hsa-miR-1297,0.763235745,0.934558738,0.978844995,0.986291734,0.966526381,1.145388256
3,A3,hsa-miR-1298,0.975186229,1.093951007,1.278688489,0.922358888,0.992182821,1.072556189
3,B3,hsa-miR-1299,1.035687598,1.081496754,1.27229443,1.034138599,0.977049565,1.143303831
3,C3,hsa-miR-1301,0.931690954,1.059664232,1.283223359,0.84556909,1.071206667,1.207369078
3,D3,hsa-miR-1302,0.818246654,0.919065947,1.008321417,0.776293793,1.067097676,1.242436307
3,H3,hsa-miR-1302,0.870262754,0.948888667,0.975081071,0.884081432,1.072910412,1.107194295
3,G3,hsa-miR-1302,0.895611238,0.871799666,1.031675838,0.747409533,1.053267191,1.217484607
3,C4,hsa-miR-1302,0.8890513,1.008084078,1.008140066,1.05738698,0.845810774,0.982435721
3,E3,hsa-miR-1302,0.98399229,0.964306494,0.971407856,0.759385915,1.026558428,1.090028538
3,B4,hsa-miR-1302,0.875824425,0.99814311,1.054667483,1.048991738,0.911956332,0.908868028
3,F3,hsa-miR-1302,1.020357191,0.923830048,1.004285426,0.829659226,0.990278676,1.039695915
3,A4,hsa-miR-1302,1.025954525,0.960442656,1.342040174,1.062767623,0.982160811,0.975814641
3,D4,hsa-miR-1303,0.665977416,0.828397277,0.907013166,1.002847318,0.952144747,0.960242756
3,E4,hsa-miR-1304,0.72451779,0.903160444,0.93884774,0.918014536,0.956303879,1.006590479
3,F4,hsa-miR-1305,0.781881695,0.907662007,1.005328431,1.021986137,1.028512796,0.990405523
3,G4,hsa-miR-1306,0.732575112,0.859945629,0.952497588,1.017406898,1.069152171,1.076847682
3,H4,hsa-miR-1307,0.778102592,0.837137758,1.119107559,0.929990966,0.998997823,1.050669816
3,B5,hsa-miR-130a,0.996684342,1.075419677,1.319048667,1.027152424,0.963670113,1.277626269
3,A5,hsa-miR-130a*,0.918713659,1.159148462,1.354828441,0.97681538,0.953046719,1.151457581
3,D5,hsa-miR-130b,0.910228506,0.913476492,0.858127606,0.764904495,0.878883589,1.180332954
3,C5,hsa-miR-130b*,0.954829089,1.085998378,1.085595081,0.895001042,0.778462635,1.156423372
3,F5,hsa-miR-132,0.997147837,0.945137378,1.008004028,0.796137042,0.94036884,1.105968218
3,E5,hsa-miR-132*,0.876894019,0.948888667,0.923021091,0.794082267,0.870765724,1.057045633
3,G5,hsa-miR-1321,0.891333027,0.950651808,0.992041359,1.09560575,0.988825472,0.991570373
3,H5,hsa-miR-1322,0.835038658,0.797936824,1.106183263,1.10752341,1.06840054,1.012475844
3,A6,hsa-miR-1323,1.025883314,1.196961511,1.306940556,1.123315843,0.987472467,1.058455759
3,B6,hsa-miR-1324,0.92505974,1.071293309,1.338367033,0.989755491,0.897825237,1.285105619
3,D6,hsa-miR-133a,0.958643747,0.867785839,1.048726842,0.938679671,1.048406568,1.20914691
3,C6,hsa-miR-133a,0.778066929,0.95612866,1.092714766,0.935861731,0.90794754,1.019771335
3,E6,hsa-miR-133b,0.928589263,0.806227139,1.004285426,1.015175994,0.979354601,0.975875957
3,F6,hsa-miR-134,0.988840936,0.984901066,1.246445828,0.853964235,0.912457412,1.081690829
3,G6,hsa-miR-135a,1.000534772,1.019900598,1.044237359,1.177738049,1.012477475,1.354995003
3,A7,hsa-miR-135a,1.060857823,1.029991624,1.394871156,1.183373928,1.056674692,1.302332692
3,H6,hsa-miR-135a*,0.841135159,0.730188514,1.030134028,0.956526878,0.971286877,1.035588382
3,B7,hsa-miR-135b,1.043388342,1.090237288,1.370065568,1.059265638,1.020194459,1.549888137
3,C7,hsa-miR-135b*,1.051231748,1.08689858,1.164954756,1.051222642,0.914211309,1.161389263
3,D7,hsa-miR-136,0.963563721,0.987226846,0.914676977,1.038189476,1.076117514,1.386751743
3,E7,hsa-miR-136*,1.156404803,1.015736721,1.067909243,1.012358054,1.023150927,1.446893304
3,F7,hsa-miR-137,1.164676041,1.037006534,1.2660364,1.048874295,1.08799362,1.481102274
3,G7,hsa-miR-138,1.095939214,0.941723706,1.149853733,0.996154619,1.180146367,1.425742557
3,A8,hsa-miR-138,1.172127379,1.047547596,1.318776461,0.252385008,1.128532786,1.527940435
3,H7,hsa-miR-138-1*,1.034118888,0.808065298,1.051719819,0.995626256,1.039086048,1.510038963
3,B8,hsa-miR-138-2*,1.00524088,0.985163665,1.171757052,1.104940273,1.016085385,1.46258782
3,D8,hsa-miR-139-3p,0.916289336,0.90267283,1.066775521,1.100713364,1.064291466,1.302332692
3,C8,hsa-miR-139-5p,0.927127551,0.967044924,1.237149425,1.038424278,1.060082192,1.425497382
3,F8,hsa-miR-140-3p,0.829334391,0.971696545,1.111352967,1.080811381,1.048005676,1.183643443
3,E8,hsa-miR-140-5p,0.824557013,0.839988722,1.018932966,1.060498479,1.01418123,1.344082431
3,H8,hsa-miR-141,0.779279119,0.869323828,1.073260297,1.05233804,1.021447254,1.391962709
3,G8,hsa-miR-141*,0.796926802,0.914526867,0.921842057,1.052220693,1.013880549,1.378414033
3,B9,hsa-miR-142-3p,1.024171965,1.095188957,1.288665205,1.130713021,0.973842464,1.545167508
3,A9,hsa-miR-142-5p,1.011016417,1.213879757,1.426750977,1.143452615,1.032822279,1.670416622
3,D9,hsa-miR-143,0.923241457,1.030929343,1.260050289,1.047758885,0.976899224,1.637617677
3,C9,hsa-miR-143*,1.088095808,1.04132047,1.298052241,1.0981889,0.954099043,1.447935509
3,F9,hsa-miR-144,0.913722423,0.901734989,1.127995874,1.020635853,1.091651661,1.426478272
3,E9,hsa-miR-144*,0.875574896,0.891006299,1.140239867,1.093961894,0.975145328,1.499249022
3,G9,hsa-miR-145,0.955934297,0.879414793,0.982336785,1.051633561,0.973742264,1.344756829
3,H9,hsa-miR-145*,0.850475933,0.856606983,0.982291464,1.135233503,1.036730861,1.49066615
3,A10,hsa-miR-1468,1.123854676,1.142080042,1.331746153,1.305427538,0.96266793,1.601385597
3,B10,hsa-miR-1469,1.0391814,0.958942115,1.242455232,1.214665208,0.911906191,1.484842
3,C10,hsa-miR-146a,1.048058795,0.820482042,1.168174479,1.168873118,0.93069757,1.344082431
3,D10,hsa-miR-146a*,0.976184555,0.787170618,1.20005444,1.154254878,1.001202659,1.418753645
3,F10,hsa-miR-146b-3p,1.072480332,0.798724546,1.189306861,1.039774574,1.033273219,1.494405775
3,E10,hsa-miR-146b-5p,0.980890547,0.814630049,1.205904373,1.099480414,1.066496302,1.183336952
3,G10,hsa-miR-147,1.021605045,0.812079132,1.18250463,0.951301918,1.03362397,1.427949613
3,H10,hsa-miR-1470,0.959142914,0.920228802,1.031041004,0.954824337,0.995790804,1.452594809
3,A11,hsa-miR-1471,1.243787645,0.961155414,1.382581629,1.055214749,0.95600327,1.515863113
3,B11,hsa-miR-147b,1.06948558,1.014086122,1.336643724,1.063844781,0.933152957,1.37314165
3,D11,hsa-miR-148a,1.085101057,0.987902087,1.229349511,0.949129688,1.011976394,1.330594982
3,C11,hsa-miR-148a*,1.135869353,1.080446371,1.268575893,1.003199564,0.970434963,1.24887354
3,F11,hsa-miR-148b,0.997753878,0.892731862,1.120876115,0.904394334,1.011926253,1.359776847
3,E11,hsa-miR-148b*,1.048272653,0.890593649,1.169126851,0.887603863,0.966526381,1.330717614
3,G11,hsa-miR-149,0.980890547,0.799362279,1.109493703,0.907212274,1.001052318,1.405021022
3,H11,hsa-miR-149*,1.022745909,0.844377744,1.047185023,1.04541055,1.042293057,1.406553692
4,A2,ath-miR416,0.927160834,1.025301761,1.131917087,1.108790903,0.972900528,1.036896405
4,B2,cel-miR-243,1.072839166,0.974698239,0.868082913,0.891209097,1.027099472,0.963103595
4,C2,hsa-miR-150,0.936112865,0.944729068,1.061943379,0.794690168,0.988733325,0.920721969
4,D2,hsa-miR-150*,0.816917735,0.787654417,0.777047768,0.847221925,0.686073022,0.815049187
4,F2,hsa-miR-151-3p,0.963424993,0.742209429,0.943787426,0.831179042,0.867927339,0.749273348
4,E2,hsa-miR-151-5p,0.926912125,0.772985686,0.802014899,1.044706542,0.735556868,0.90168773
4,G2,hsa-miR-152,0.999564833,0.730523569,0.691779846,0.802144898,0.740817925,0.701922193
4,H2,hsa-miR-153,0.969931769,0.692798974,0.805263528,0.906031389,0.853980538,0.774542919
4,A3,hsa-miR-153,1.073709492,0.894546607,1.033216533,0.898140693,0.941135566,0.844678876
4,B3,hsa-miR-1537,1.068611791,0.88942311,1.061322844,0.975129155,0.884455019,0.884435053
4,C3,hsa-miR-1538,1.149926362,0.980734156,0.87731789,0.865618963,0.972205644,0.927894975
4,D3,hsa-miR-1539,0.974200604,0.865911034,0.829865675,0.842295752,0.717788346,0.993764678
4,E3,hsa-miR-154,1.007853796,0.946343371,0.869834999,0.96139678,0.825193582,0.81275201
4,F3,hsa-miR-154*,0.976480081,0.879456764,0.822893876,0.786407163,0.723049402,0.781106427
4,G3,hsa-miR-155,0.950204126,1.019300989,0.812527408,0.936068209,0.908824646,0.72030005
4,H3,hsa-miR-155*,0.959404806,0.784215339,0.77416413,0.901017993,0.960343413,0.678059027
4,A4,hsa-miR-15a,1.031228589,0.731014862,1.136224305,0.79321209,0.905995636,0.847866843
4,B4,hsa-miR-15a*,0.898481023,0.727154723,0.864104261,0.974954825,0.945403971,0.827191722
4,C4,hsa-miR-15b,1.160038964,0.692658618,0.959556133,0.701135626,0.825689902,0.876746355
4,D4,hsa-miR-15b*,0.775431554,0.683183623,0.747627371,0.761994035,0.745979694,0.81870604
4,E4,hsa-miR-16,0.969890377,0.734524179,0.671995941,0.892342599,0.685576701,0.867510571
4,G4,hsa-miR-16,0.948877844,0.783267832,0.811432334,0.946879708,0.801220918,0.718659169
4,F4,hsa-miR-16-1*,0.991234419,0.745718681,0.746167313,0.723630626,0.783650958,0.761790895
4,H4,hsa-miR-16-2*,1.116936392,0.843451734,0.817345597,0.876125315,0.900982699,0.794796058
4,A5,hsa-miR-17,0.912903784,0.88633492,0.934150987,0.729060382,0.863609285,0.925550895
4,B5,hsa-miR-17*,1.021281843,0.836643752,1.008869869,1.011400043,0.956223923,0.939803102
4,C5,hsa-miR-181a,1.152827583,0.721329336,0.974412338,0.947838808,0.906591233,0.997796533
4,E5,hsa-miR-181a,1.006942002,0.731295632,1.098335574,0.882054235,0.78151675,0.95433661
4,F5,hsa-miR-181a-2*,1.042750273,0.865946121,0.934844537,0.968328376,0.772632525,0.934270977
4,D5,hsa-miR-181a*,0.989245051,0.80625352,0.914841576,0.861869815,0.684981094,0.930989223
